Date,City,Rainfall_mm,Temperature_C,Humidity_%,Weather_Type
2023-04-25,Pokhara,0.0,19.3,58,Cloudy
2023-04-26,Pokhara,0.0,19.9,62,Cloudy
2023-04-27,Pokhara,0.0,19.9,61,Cloudy
2023-04-28,Pokhara,0.0,20.2,62,Cloudy
2023-04-29,Pokhara,0.0,20.4,62,Cloudy
2023-04-30,Pokhara,1.8,19.9,71,Drizzle
2023-05-01,Pokhara,4.4,17.7,73,Drizzle
2023-05-02,Pokhara,1.5,18.6,69,Drizzle
2023-05-03,Pokhara,0.8,19.8,66,Drizzle
2023-05-04,Pokhara,5.0,18.6,70,Drizzle
2023-05-05,Pokhara,0.0,20.5,65,Cloudy
2023-05-06,Pokhara,0.0,21.4,59,Cloudy
2023-05-07,Pokhara,0.0,21.8,59,Cloudy
2023-05-08,Pokhara,0.0,22.9,50,Cloudy
2023-05-09,Pokhara,0.1,21.8,45,Drizzle
2023-05-10,Pokhara,0.0,22.4,42,Cloudy
2023-05-11,Pokhara,0.0,22.2,42,Cloudy
2023-05-12,Pokhara,0.0,22.9,42,Cloudy
2023-05-13,Pokhara,0.0,23.6,49,Cloudy
2023-05-14,Pokhara,0.5,22.0,63,Drizzle
2023-05-15,Pokhara,0.2,21.2,67,Drizzle
2023-05-16,Pokhara,0.7,21.2,67,Drizzle
2023-05-17,Pokhara,0.0,22.8,69,Cloudy
2023-05-18,Pokhara,3.8,23.4,71,Rain
2023-05-19,Pokhara,0.0,21.7,75,Cloudy
2023-05-20,Pokhara,0.3,21.8,61,Drizzle
2023-05-21,Pokhara,0.1,23.2,59,Drizzle
2023-05-22,Pokhara,4.9,23.1,62,Rain
2023-05-23,Pokhara,0.7,23.4,72,Drizzle
2023-05-24,Pokhara,2.1,23.4,69,Rain
2023-05-25,Pokhara,7.4,20.3,81,Rain
2023-05-26,Pokhara,1.2,21.2,71,Drizzle
2023-05-27,Pokhara,0.6,22.1,72,Drizzle
2023-05-28,Pokhara,0.0,22.6,68,Cloudy
2023-05-29,Pokhara,0.0,22.9,70,Cloudy
2023-05-30,Pokhara,0.0,24.6,64,Cloudy
2023-05-31,Pokhara,0.0,25.2,57,Cloudy
2023-06-01,Pokhara,0.0,25.1,46,Cloudy
2023-06-02,Pokhara,0.0,24.9,47,Cloudy
2023-06-03,Pokhara,0.0,24.9,45,Cloudy
2023-06-04,Pokhara,0.0,25.5,42,Cloudy
2023-06-05,Pokhara,0.0,25.9,44,Cloudy
2023-06-06,Pokhara,0.0,25.5,47,Cloudy
2023-06-07,Pokhara,0.0,25.6,45,Cloudy
2023-06-08,Pokhara,0.0,26.9,41,Cloudy
2023-06-09,Pokhara,0.0,27.7,42,Cloudy
2023-06-10,Pokhara,0.0,26.6,54,Cloudy
2023-06-11,Pokhara,3.8,25.2,72,Rain
2023-06-12,Pokhara,13.7,25.1,80,Rain
2023-06-13,Pokhara,0.9,24.9,79,Drizzle
2023-06-14,Pokhara,11.7,23.7,84,Rain
2023-06-15,Pokhara,5.4,23.9,81,Rain
2023-06-16,Pokhara,0.5,25.2,73,Drizzle
2023-06-17,Pokhara,0.8,26.1,68,Drizzle
2023-06-18,Pokhara,3.5,25.8,77,Rain
2023-06-19,Pokhara,0.9,24.8,79,Drizzle
2023-06-20,Pokhara,5.6,25.2,77,Rain
2023-06-21,Pokhara,20.6,25.9,75,Rain
2023-06-22,Pokhara,9.5,25.6,77,Rain
2023-06-23,Pokhara,4.3,24.5,83,Drizzle
2023-06-24,Pokhara,34.4,25.1,87,Rain
2023-06-25,Pokhara,29.7,24.6,86,Rain
2023-06-26,Pokhara,9.6,25.2,82,Rain
2023-06-27,Pokhara,13.2,24.7,87,Rain
2023-06-28,Pokhara,26.8,25.1,90,Rain
2023-06-29,Pokhara,32.9,24.4,89,Rain
2023-06-30,Pokhara,49.0,22.7,89,Rain
2023-07-01,Pokhara,50.3,22.3,92,Rain
2023-07-02,Pokhara,23.9,24.5,84,Rain
2023-07-03,Pokhara,4.5,24.0,88,Rain
2023-07-04,Pokhara,26.4,23.9,91,Rain
2023-07-05,Pokhara,2.2,24.4,84,Drizzle
2023-07-06,Pokhara,0.4,25.2,82,Drizzle
2023-07-07,Pokhara,4.3,24.6,87,Drizzle
2023-07-08,Pokhara,8.9,24.5,84,Rain
2023-07-09,Pokhara,22.9,24.8,85,Rain
2023-07-10,Pokhara,2.4,25.5,85,Rain
2023-07-11,Pokhara,21.9,25.0,86,Rain
2023-07-12,Pokhara,12.7,25.0,89,Rain
2023-07-13,Pokhara,12.8,24.8,87,Rain
2023-07-14,Pokhara,25.2,24.4,89,Rain
2023-07-15,Pokhara,76.0,24.1,88,Rain
2023-07-16,Pokhara,10.6,24.8,86,Rain
2023-07-17,Pokhara,12.2,25.4,85,Rain
2023-07-18,Pokhara,24.2,24.1,82,Rain
2023-07-19,Pokhara,4.1,26.6,65,Rain
2023-07-20,Pokhara,0.3,26.7,70,Drizzle
2023-07-21,Pokhara,8.3,26.1,81,Rain
2023-07-22,Pokhara,2.1,26.4,79,Drizzle
2023-07-23,Pokhara,16.4,24.9,86,Rain
2023-07-24,Pokhara,18.4,24.2,85,Rain
2023-07-25,Pokhara,20.9,23.6,90,Rain
2023-07-26,Pokhara,2.5,25.1,78,Rain
2023-07-27,Pokhara,13.1,25.1,85,Rain
2023-07-28,Pokhara,28.2,25.0,87,Rain
2023-07-29,Pokhara,9.0,23.8,92,Rain
2023-07-30,Pokhara,11.3,24.6,88,Rain
2023-07-31,Pokhara,8.0,25.2,85,Rain
2023-08-01,Pokhara,1.6,26.0,79,Drizzle
2023-08-02,Pokhara,5.0,26.4,78,Rain
2023-08-03,Pokhara,7.9,24.9,94,Rain
2023-08-04,Pokhara,13.8,25.2,91,Rain
2023-08-05,Pokhara,14.8,25.0,88,Rain
2023-08-06,Pokhara,54.2,24.4,87,Rain
2023-08-07,Pokhara,117.2,23.6,94,Rain
2023-08-08,Pokhara,12.4,23.3,93,Rain
2023-08-09,Pokhara,2.0,25.5,91,Drizzle
2023-08-10,Pokhara,2.1,25.1,90,Drizzle
2023-08-11,Pokhara,13.9,24.9,90,Rain
2023-08-12,Pokhara,41.0,24.2,91,Rain
2023-08-13,Pokhara,306.6,22.8,98,Rain
2023-08-14,Pokhara,12.8,24.5,88,Rain
2023-08-15,Pokhara,12.1,24.9,85,Rain
2023-08-16,Pokhara,6.2,25.0,87,Rain
2023-08-17,Pokhara,10.5,24.9,87,Rain
2023-08-18,Pokhara,6.0,25.8,81,Rain
2023-08-19,Pokhara,4.3,25.1,89,Rain
2023-08-20,Pokhara,10.7,25.4,86,Rain
2023-08-21,Pokhara,7.0,24.4,83,Drizzle
2023-08-22,Pokhara,2.1,24.6,80,Drizzle
2023-08-23,Pokhara,18.7,23.1,92,Rain
2023-08-24,Pokhara,17.0,24.2,91,Rain
2023-08-25,Pokhara,40.4,22.8,94,Rain
2023-08-26,Pokhara,1.8,24.3,90,Drizzle
2023-08-27,Pokhara,3.1,23.9,90,Drizzle
2023-08-28,Pokhara,18.1,23.6,88,Rain
2023-08-29,Pokhara,11.9,23.6,87,Rain
2023-08-30,Pokhara,0.6,24.1,83,Drizzle
2023-08-31,Pokhara,2.6,24.6,83,Drizzle
2023-09-01,Pokhara,0.1,24.9,84,Drizzle
2023-09-02,Pokhara,3.6,25.1,88,Rain
2023-09-03,Pokhara,0.0,25.5,82,Cloudy
2023-09-04,Pokhara,1.2,25.1,80,Drizzle
2023-09-05,Pokhara,0.9,24.2,85,Drizzle
2023-09-06,Pokhara,0.1,24.6,80,Drizzle
2023-09-07,Pokhara,0.1,24.9,78,Drizzle
2023-09-08,Pokhara,8.9,24.6,87,Rain
2023-09-09,Pokhara,10.7,23.6,89,Rain
2023-09-10,Pokhara,7.5,23.8,85,Rain
2023-09-11,Pokhara,0.6,24.8,78,Drizzle
2023-09-12,Pokhara,0.2,24.5,77,Drizzle
2023-09-13,Pokhara,0.0,25.9,75,Cloudy
2023-09-14,Pokhara,0.5,25.8,77,Drizzle
2023-09-15,Pokhara,2.7,24.9,88,Rain
2023-09-16,Pokhara,12.1,24.9,84,Rain
2023-09-17,Pokhara,8.1,25.3,83,Rain
2023-09-18,Pokhara,0.0,25.1,75,Cloudy
2023-09-19,Pokhara,0.0,24.5,71,Cloudy
2023-09-20,Pokhara,10.8,24.1,81,Rain
2023-09-21,Pokhara,13.6,23.6,87,Rain
2023-09-22,Pokhara,17.5,23.9,88,Rain
2023-09-23,Pokhara,1.8,23.7,86,Drizzle
2023-09-24,Pokhara,0.6,24.1,86,Drizzle
2023-09-25,Pokhara,0.6,22.0,90,Drizzle
2023-09-26,Pokhara,0.0,23.5,79,Cloudy
2023-09-27,Pokhara,0.0,23.6,83,Cloudy
2023-09-28,Pokhara,0.0,24.5,82,Cloudy
2023-09-29,Pokhara,0.0,24.0,75,Cloudy
2023-09-30,Pokhara,0.0,24.1,74,Cloudy
2023-10-01,Pokhara,0.0,23.9,84,Cloudy
2023-10-02,Pokhara,15.5,23.5,84,Rain
2023-10-03,Pokhara,8.2,23.8,88,Rain
2023-10-04,Pokhara,52.9,22.9,88,Rain
2023-10-05,Pokhara,3.4,23.8,88,Drizzle
2023-10-06,Pokhara,5.2,22.1,92,Drizzle
2023-10-07,Pokhara,3.7,22.1,92,Drizzle
2023-10-08,Pokhara,1.8,21.8,88,Drizzle
2023-10-09,Pokhara,0.0,22.5,82,Cloudy
2023-10-10,Pokhara,0.2,22.0,85,Drizzle
2023-10-11,Pokhara,0.0,21.9,79,Cloudy
2023-10-12,Pokhara,0.1,21.7,77,Drizzle
2023-10-13,Pokhara,0.3,21.1,81,Drizzle
2023-10-14,Pokhara,0.0,20.8,80,Cloudy
2023-10-15,Pokhara,0.4,19.7,85,Drizzle
2023-10-16,Pokhara,0.4,19.1,83,Drizzle
2023-10-17,Pokhara,3.0,20.3,73,Rain
2023-10-18,Pokhara,0.0,19.2,68,Cloudy
2023-10-19,Pokhara,0.0,18.4,72,Cloudy
2023-10-20,Pokhara,0.0,17.6,76,Cloudy
2023-10-21,Pokhara,0.0,18.0,71,Cloudy
2023-10-22,Pokhara,0.0,18.4,66,Clear
2023-10-23,Pokhara,0.0,18.0,67,Cloudy
2023-10-24,Pokhara,0.0,18.2,67,Clear
2023-10-25,Pokhara,0.0,18.4,65,Cloudy
2023-10-26,Pokhara,0.0,18.2,69,Clear
2023-10-27,Pokhara,0.0,17.0,75,Cloudy
2023-10-28,Pokhara,0.0,18.1,76,Cloudy
2023-10-29,Pokhara,0.0,18.6,79,Cloudy
2023-10-30,Pokhara,0.0,18.6,69,Cloudy
2023-10-31,Pokhara,0.0,17.9,70,Cloudy
2023-11-01,Pokhara,0.0,19.1,71,Cloudy
2023-11-02,Pokhara,0.0,17.8,74,Clear
2023-11-03,Pokhara,0.1,17.8,81,Drizzle
2023-11-04,Pokhara,0.0,16.6,78,Cloudy
2023-11-05,Pokhara,0.0,17.4,69,Cloudy
2023-11-06,Pokhara,0.1,17.1,74,Drizzle
2023-11-07,Pokhara,0.0,17.3,74,Cloudy
2023-11-08,Pokhara,0.0,17.1,71,Cloudy
2023-11-09,Pokhara,0.0,16.6,67,Clear
2023-11-10,Pokhara,0.0,16.6,73,Cloudy
2023-11-11,Pokhara,1.5,16.2,76,Drizzle
2023-11-12,Pokhara,0.0,15.6,61,Clear
2023-11-13,Pokhara,0.0,16.6,71,Cloudy
2023-11-14,Pokhara,0.0,16.6,68,Cloudy
2023-11-15,Pokhara,0.0,16.6,67,Cloudy
2023-11-16,Pokhara,0.0,16.8,75,Clear
2023-11-17,Pokhara,0.0,18.1,67,Clear
2023-11-18,Pokhara,0.0,16.8,75,Cloudy
2023-11-19,Pokhara,0.2,16.5,88,Drizzle
2023-11-20,Pokhara,0.0,16.7,81,Cloudy
2023-11-21,Pokhara,0.0,15.8,76,Cloudy
2023-11-22,Pokhara,0.0,15.2,77,Cloudy
2023-11-23,Pokhara,0.0,15.6,79,Clear
2023-11-24,Pokhara,0.0,15.9,75,Cloudy
2023-11-25,Pokhara,0.0,15.3,80,Cloudy
2023-11-26,Pokhara,0.0,17.0,76,Cloudy
2023-11-27,Pokhara,0.0,16.1,73,Cloudy
2023-11-28,Pokhara,0.0,17.2,70,Cloudy
2023-11-29,Pokhara,0.0,16.2,68,Cloudy
2023-11-30,Pokhara,0.0,15.3,71,Cloudy
2023-12-01,Pokhara,0.0,15.2,70,Cloudy
2023-12-02,Pokhara,0.0,14.9,63,Clear
2023-12-03,Pokhara,0.0,15.6,58,Cloudy
2023-12-04,Pokhara,1.5,14.9,70,Drizzle
2023-12-05,Pokhara,0.0,15.8,73,Cloudy
2023-12-06,Pokhara,0.0,14.2,71,Cloudy
2023-12-07,Pokhara,0.2,13.6,76,Drizzle
2023-12-08,Pokhara,0.0,13.9,79,Clear
2023-12-09,Pokhara,0.0,13.9,78,Cloudy
2023-12-10,Pokhara,0.0,13.6,78,Cloudy
2023-12-11,Pokhara,0.0,13.0,79,Cloudy
2023-12-12,Pokhara,1.2,13.6,70,Drizzle
2023-12-13,Pokhara,0.5,11.2,68,Drizzle
2023-12-14,Pokhara,0.0,12.3,69,Cloudy
2023-12-15,Pokhara,0.0,11.3,78,Clear
2023-12-16,Pokhara,0.0,11.8,85,Cloudy
2023-12-17,Pokhara,0.0,12.3,77,Cloudy
2023-12-18,Pokhara,0.0,10.7,70,Cloudy
2023-12-19,Pokhara,0.0,10.8,76,Cloudy
2023-12-20,Pokhara,0.0,11.6,72,Cloudy
2023-12-21,Pokhara,0.0,13.4,61,Cloudy
2023-12-22,Pokhara,0.0,13.9,66,Cloudy
2023-12-23,Pokhara,0.0,13.8,68,Cloudy
2023-12-24,Pokhara,0.0,13.3,62,Cloudy
2023-12-25,Pokhara,0.0,13.2,63,Cloudy
2023-12-26,Pokhara,0.0,13.8,66,Clear
2023-12-27,Pokhara,0.0,13.8,69,Cloudy
2023-12-28,Pokhara,0.0,13.5,70,Cloudy
2023-12-29,Pokhara,0.0,14.0,70,Cloudy
2023-12-30,Pokhara,0.0,13.6,64,Cloudy
2023-12-31,Pokhara,0.0,12.8,64,Cloudy
2023-01-01,Lalitpur,0.2,9.8,77,Drizzle
2023-01-02,Lalitpur,0.0,10.3,77,Cloudy
2023-01-03,Lalitpur,0.0,9.6,76,Cloudy
2023-01-04,Lalitpur,0.0,8.8,74,Cloudy
2023-01-05,Lalitpur,0.0,9.3,58,Clear
2023-01-06,Lalitpur,0.0,11.3,52,Clear
2023-01-07,Lalitpur,0.0,12.2,38,Clear
2023-01-08,Lalitpur,0.0,12.8,34,Clear
2023-01-09,Lalitpur,0.0,12.9,40,Clear
2023-01-10,Lalitpur,0.0,12.5,48,Cloudy
2023-01-11,Lalitpur,0.0,11.5,59,Cloudy
2023-01-12,Lalitpur,0.0,11.8,61,Cloudy
2023-01-13,Lalitpur,0.0,10.9,60,Clear
2023-01-14,Lalitpur,0.0,11.1,63,Clear
2023-01-15,Lalitpur,0.0,10.3,76,Cloudy
2023-01-16,Lalitpur,0.0,9.3,80,Cloudy
2023-01-17,Lalitpur,0.0,9.2,81,Cloudy
2023-01-18,Lalitpur,0.0,9.2,71,Cloudy
2023-01-19,Lalitpur,0.0,9.5,68,Cloudy
2023-01-20,Lalitpur,0.0,11.8,67,Cloudy
2023-01-21,Lalitpur,0.0,11.9,60,Clear
2023-01-22,Lalitpur,0.0,11.6,53,Cloudy
2023-01-23,Lalitpur,0.0,12.8,55,Cloudy
2023-01-24,Lalitpur,0.0,14.0,53,Cloudy
2023-01-25,Lalitpur,0.0,14.2,61,Cloudy
2023-01-26,Lalitpur,0.0,14.2,62,Cloudy
2023-01-27,Lalitpur,0.0,14.9,45,Clear
2023-01-28,Lalitpur,0.0,14.1,41,Clear
2023-01-29,Lalitpur,0.0,14.4,57,Cloudy
2023-01-30,Lalitpur,0.0,15.6,61,Cloudy
2023-01-31,Lalitpur,0.0,14.9,50,Cloudy
2023-02-01,Lalitpur,0.0,14.0,60,Clear
2023-02-02,Lalitpur,0.0,14.4,59,Clear
2023-02-03,Lalitpur,0.0,12.8,72,Cloudy
2023-02-04,Lalitpur,0.7,13.3,73,Drizzle
2023-02-05,Lalitpur,0.0,12.3,79,Cloudy
2023-02-06,Lalitpur,0.2,12.7,77,Drizzle
2023-02-07,Lalitpur,0.4,12.6,74,Drizzle
2023-02-08,Lalitpur,0.0,12.5,74,Cloudy
2023-02-09,Lalitpur,0.1,11.7,78,Drizzle
2023-02-10,Lalitpur,0.0,12.9,74,Cloudy
2023-02-11,Lalitpur,0.0,14.6,65,Clear
2023-02-12,Lalitpur,0.0,13.4,69,Cloudy
2023-02-13,Lalitpur,0.0,12.6,69,Clear
2023-02-14,Lalitpur,0.0,13.7,66,Cloudy
2023-02-15,Lalitpur,0.0,14.0,68,Cloudy
2023-02-16,Lalitpur,0.0,15.2,63,Cloudy
2023-02-17,Lalitpur,0.0,16.1,63,Cloudy
2023-02-18,Lalitpur,0.0,17.1,59,Cloudy
2023-02-19,Lalitpur,0.0,17.1,61,Cloudy
2023-02-20,Lalitpur,0.0,16.0,71,Cloudy
2023-02-21,Lalitpur,0.0,15.9,74,Cloudy
2023-02-22,Lalitpur,0.1,15.3,67,Drizzle
2023-02-23,Lalitpur,0.0,16.2,70,Cloudy
2023-02-24,Lalitpur,0.0,15.4,70,Cloudy
2023-02-25,Lalitpur,1.1,13.7,81,Drizzle
2023-02-26,Lalitpur,3.8,12.8,87,Rain
2023-02-27,Lalitpur,4.7,13.0,81,Rain
2023-02-28,Lalitpur,1.1,13.3,77,Drizzle
2023-03-01,Lalitpur,0.2,14.5,72,Drizzle
2023-03-02,Lalitpur,0.3,15.6,69,Drizzle
2023-03-03,Lalitpur,0.2,16.8,73,Drizzle
2023-03-04,Lalitpur,0.3,15.8,78,Drizzle
2023-03-05,Lalitpur,0.2,16.7,70,Drizzle
2023-03-06,Lalitpur,0.0,17.4,65,Cloudy
2023-03-07,Lalitpur,0.3,16.2,63,Drizzle
2023-03-08,Lalitpur,2.0,12.9,72,Drizzle
2023-03-09,Lalitpur,7.1,14.8,72,Rain
2023-03-10,Lalitpur,0.2,16.1,62,Drizzle
2023-03-11,Lalitpur,0.4,15.6,62,Drizzle
2023-03-12,Lalitpur,0.0,17.3,58,Cloudy
2023-03-13,Lalitpur,6.3,17.1,69,Rain
2023-03-14,Lalitpur,1.4,16.0,73,Drizzle
2023-03-15,Lalitpur,3.5,15.9,67,Rain
2023-03-16,Lalitpur,0.8,16.1,61,Drizzle
2023-03-17,Lalitpur,1.1,15.9,74,Drizzle
2023-03-18,Lalitpur,9.8,14.8,82,Rain
2023-03-19,Lalitpur,14.3,14.1,84,Rain
2023-03-20,Lalitpur,12.3,14.0,88,Rain
2023-03-21,Lalitpur,16.4,13.4,83,Rain
2023-03-22,Lalitpur,2.6,13.6,79,Rain
2023-03-23,Lalitpur,0.8,14.2,78,Drizzle
2023-03-24,Lalitpur,6.3,14.9,79,Rain
2023-03-25,Lalitpur,0.5,16.9,70,Drizzle
2023-03-26,Lalitpur,0.0,17.4,58,Cloudy
2023-03-27,Lalitpur,0.1,16.4,57,Drizzle
2023-03-28,Lalitpur,0.0,16.3,56,Cloudy
2023-03-29,Lalitpur,0.4,16.1,53,Drizzle
2023-03-30,Lalitpur,0.0,17.5,55,Cloudy
2023-03-31,Lalitpur,8.0,16.6,74,Rain
2023-04-01,Lalitpur,8.1,15.1,83,Rain
2023-04-02,Lalitpur,13.3,13.5,84,Rain
2023-04-03,Lalitpur,0.6,14.7,80,Drizzle
2023-04-04,Lalitpur,0.8,17.1,68,Drizzle
2023-04-05,Lalitpur,0.1,17.1,63,Drizzle
2023-04-06,Lalitpur,0.0,17.6,56,Cloudy
2023-04-07,Lalitpur,0.0,18.6,53,Cloudy
2023-04-08,Lalitpur,0.0,19.2,55,Cloudy
2023-04-09,Lalitpur,0.0,19.5,50,Cloudy
2023-04-10,Lalitpur,0.0,19.5,42,Cloudy
2023-04-11,Lalitpur,0.0,19.6,46,Cloudy
2023-04-12,Lalitpur,0.0,20.1,50,Clear
2023-04-13,Lalitpur,0.0,21.4,49,Cloudy
2023-04-14,Lalitpur,0.0,22.1,50,Cloudy
2023-04-15,Lalitpur,0.8,22.2,56,Drizzle
2023-04-16,Lalitpur,0.0,22.7,49,Cloudy
2023-04-17,Lalitpur,0.0,23.9,37,Cloudy
2023-04-18,Lalitpur,0.0,24.1,35,Cloudy
2023-04-19,Lalitpur,0.0,23.9,35,Cloudy
2023-04-20,Lalitpur,0.1,22.8,39,Drizzle
2023-04-21,Lalitpur,0.1,20.3,48,Drizzle
2023-04-22,Lalitpur,0.8,20.4,45,Drizzle
2023-04-23,Lalitpur,3.7,18.9,48,Rain
2023-04-24,Lalitpur,0.3,16.7,70,Drizzle
2023-04-25,Lalitpur,2.6,16.9,70,Rain
2023-04-26,Lalitpur,0.4,17.9,64,Drizzle
2023-04-27,Lalitpur,0.1,18.8,60,Drizzle
2023-04-28,Lalitpur,0.0,19.3,59,Cloudy
2023-04-29,Lalitpur,2.0,19.2,67,Rain
2023-04-30,Lalitpur,2.6,18.1,80,Rain
2023-05-01,Lalitpur,6.7,15.2,87,Rain
2023-05-02,Lalitpur,13.4,15.9,84,Rain
2023-05-03,Lalitpur,6.0,17.9,79,Rain
2023-05-04,Lalitpur,11.9,16.6,82,Rain
2023-05-05,Lalitpur,0.4,18.4,71,Drizzle
2023-05-06,Lalitpur,0.1,19.9,68,Drizzle
2023-05-07,Lalitpur,0.4,20.8,66,Drizzle
2023-05-08,Lalitpur,0.1,21.9,53,Drizzle
2023-05-09,Lalitpur,0.0,22.2,45,Cloudy
2023-05-10,Lalitpur,0.0,22.4,42,Cloudy
2023-05-11,Lalitpur,0.0,21.4,38,Cloudy
2023-05-12,Lalitpur,0.1,21.6,43,Drizzle
2023-05-13,Lalitpur,0.7,21.6,60,Drizzle
2023-05-14,Lalitpur,11.2,21.7,72,Rain
2023-05-15,Lalitpur,2.0,19.5,78,Drizzle
2023-05-16,Lalitpur,17.5,19.4,75,Rain
2023-05-17,Lalitpur,10.1,20.4,76,Rain
2023-05-18,Lalitpur,7.5,19.8,80,Rain
2023-05-19,Lalitpur,0.6,21.1,76,Drizzle
2023-05-20,Lalitpur,0.7,20.1,73,Drizzle
2023-05-21,Lalitpur,1.2,20.6,68,Drizzle
2023-05-22,Lalitpur,1.4,21.1,73,Drizzle
2023-05-23,Lalitpur,4.4,20.8,82,Rain
2023-05-24,Lalitpur,8.1,20.9,83,Rain
2023-05-25,Lalitpur,17.0,19.9,88,Rain
2023-05-26,Lalitpur,4.8,19.0,84,Rain
2023-05-27,Lalitpur,2.9,19.3,82,Drizzle
2023-05-28,Lalitpur,1.4,18.8,83,Drizzle
2023-05-29,Lalitpur,1.3,20.6,78,Drizzle
2023-05-30,Lalitpur,1.6,22.1,75,Drizzle
2023-05-31,Lalitpur,0.1,24.0,61,Drizzle
2023-06-01,Lalitpur,0.0,23.5,53,Cloudy
2023-06-02,Lalitpur,0.0,23.0,51,Cloudy
2023-06-03,Lalitpur,0.4,22.4,53,Drizzle
2023-06-04,Lalitpur,0.0,23.3,48,Cloudy
2023-06-05,Lalitpur,0.0,23.1,58,Cloudy
2023-06-06,Lalitpur,3.4,23.5,61,Rain
2023-06-07,Lalitpur,0.3,23.5,62,Drizzle
2023-06-08,Lalitpur,0.2,25.3,56,Drizzle
2023-06-09,Lalitpur,0.2,25.3,57,Drizzle
2023-06-10,Lalitpur,1.4,23.9,69,Drizzle
2023-06-11,Lalitpur,1.8,23.8,78,Drizzle
2023-06-12,Lalitpur,4.3,23.5,82,Drizzle
2023-06-13,Lalitpur,5.7,23.4,82,Rain
2023-06-14,Lalitpur,44.9,22.2,90,Rain
2023-06-15,Lalitpur,17.3,22.7,86,Rain
2023-06-16,Lalitpur,1.4,23.1,82,Drizzle
2023-06-17,Lalitpur,2.3,23.5,79,Drizzle
2023-06-18,Lalitpur,1.9,23.8,81,Drizzle
2023-06-19,Lalitpur,1.4,23.8,84,Drizzle
2023-06-20,Lalitpur,5.5,23.2,82,Rain
2023-06-21,Lalitpur,9.7,24.1,82,Rain
2023-06-22,Lalitpur,5.2,23.4,85,Rain
2023-06-23,Lalitpur,9.2,24.0,85,Rain
2023-06-24,Lalitpur,27.2,24.2,88,Rain
2023-06-25,Lalitpur,24.1,24.5,88,Rain
2023-06-26,Lalitpur,3.7,23.4,86,Rain
2023-06-27,Lalitpur,11.5,22.8,88,Rain
2023-06-28,Lalitpur,26.2,23.5,89,Rain
2023-06-29,Lalitpur,7.9,22.8,90,Rain
2023-06-30,Lalitpur,30.1,22.4,93,Rain
2023-07-01,Lalitpur,31.3,22.8,94,Rain
2023-07-02,Lalitpur,24.5,23.9,91,Rain
2023-07-03,Lalitpur,29.7,23.6,91,Rain
2023-07-04,Lalitpur,38.1,23.1,92,Rain
2023-07-05,Lalitpur,9.8,22.4,94,Rain
2023-07-06,Lalitpur,26.9,22.9,89,Rain
2023-07-07,Lalitpur,28.2,23.7,90,Rain
2023-07-08,Lalitpur,21.3,23.2,89,Rain
2023-07-09,Lalitpur,14.4,23.9,88,Rain
2023-07-10,Lalitpur,22.1,23.8,91,Rain
2023-07-11,Lalitpur,18.5,24.2,89,Rain
2023-07-12,Lalitpur,26.0,22.8,93,Rain
2023-07-13,Lalitpur,3.6,22.9,91,Drizzle
2023-07-14,Lalitpur,26.4,23.3,92,Rain
2023-07-15,Lalitpur,11.5,23.8,90,Rain
2023-07-16,Lalitpur,39.5,23.6,92,Rain
2023-07-17,Lalitpur,44.3,24.1,90,Rain
2023-07-18,Lalitpur,10.7,22.9,91,Rain
2023-07-19,Lalitpur,3.4,23.9,86,Drizzle
2023-07-20,Lalitpur,2.8,24.2,82,Drizzle
2023-07-21,Lalitpur,35.1,24.1,88,Rain
2023-07-22,Lalitpur,1.3,23.9,86,Drizzle
2023-07-23,Lalitpur,36.2,23.9,88,Rain
2023-07-24,Lalitpur,4.6,22.9,90,Drizzle
2023-07-25,Lalitpur,13.2,22.8,93,Rain
2023-07-26,Lalitpur,4.6,23.5,87,Drizzle
2023-07-27,Lalitpur,11.6,23.7,89,Rain
2023-07-28,Lalitpur,8.1,24.0,86,Rain
2023-07-29,Lalitpur,6.9,23.1,92,Rain
2023-07-30,Lalitpur,7.6,23.0,91,Rain
2023-07-31,Lalitpur,8.0,23.8,89,Rain
2023-08-01,Lalitpur,13.8,24.6,89,Rain
2023-08-02,Lalitpur,3.1,24.9,83,Rain
2023-08-03,Lalitpur,5.1,24.2,90,Drizzle
2023-08-04,Lalitpur,8.7,23.5,91,Rain
2023-08-05,Lalitpur,37.9,23.2,90,Rain
2023-08-06,Lalitpur,9.2,23.4,90,Rain
2023-08-07,Lalitpur,26.4,22.3,94,Rain
2023-08-08,Lalitpur,51.7,22.1,96,Rain
2023-08-09,Lalitpur,4.5,24.1,91,Drizzle
2023-08-10,Lalitpur,7.9,24.0,90,Rain
2023-08-11,Lalitpur,7.1,24.1,90,Rain
2023-08-12,Lalitpur,36.3,23.6,92,Rain
2023-08-13,Lalitpur,66.9,22.1,96,Rain
2023-08-14,Lalitpur,3.1,23.0,87,Drizzle
2023-08-15,Lalitpur,0.5,23.2,86,Drizzle
2023-08-16,Lalitpur,2.5,23.4,87,Drizzle
2023-08-17,Lalitpur,6.0,24.4,91,Rain
2023-08-18,Lalitpur,12.7,24.2,87,Rain
2023-08-19,Lalitpur,3.8,23.8,88,Drizzle
2023-08-20,Lalitpur,17.2,24.2,90,Rain
2023-08-21,Lalitpur,13.4,22.4,94,Rain
2023-08-22,Lalitpur,15.4,23.1,92,Rain
2023-08-23,Lalitpur,17.2,22.4,94,Rain
2023-08-24,Lalitpur,73.2,23.0,93,Rain
